image_id,annotation_id,source_image,class,crop_path,x,y,width,height,original_width,original_height,split
88,119,D:\whitevision\data\raw\test\Heavy_Equipment_1523_jpg.rf.1d5ec11151310c7faf8bccbcde46563b.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\88_annot119_dump_truck.jpg,351,212,215,428,640,640,validation
89,120,D:\whitevision\data\raw\test\Heavy_Equipment_1950_jpg.rf.1b8a0c47d92052addd36a615943a7eb3.jpg,excavator,D:\whitevision\data\crops\excavator\89_annot120_excavator.jpg,27,231,97,200,640,640,train
89,121,D:\whitevision\data\raw\test\Heavy_Equipment_1950_jpg.rf.1b8a0c47d92052addd36a615943a7eb3.jpg,excavator,D:\whitevision\data\crops\excavator\89_annot121_excavator.jpg,238,0,288,637,640,640,train
89,122,D:\whitevision\data\raw\test\Heavy_Equipment_1950_jpg.rf.1b8a0c47d92052addd36a615943a7eb3.jpg,excavator,D:\whitevision\data\crops\excavator\89_annot122_excavator.jpg,602,36,38,63,640,640,train
89,123,D:\whitevision\data\raw\test\Heavy_Equipment_1950_jpg.rf.1b8a0c47d92052addd36a615943a7eb3.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\89_annot123_dump_truck.jpg,359,171,104,102,640,640,train
89,124,D:\whitevision\data\raw\test\Heavy_Equipment_1950_jpg.rf.1b8a0c47d92052addd36a615943a7eb3.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\89_annot124_dump_truck.jpg,90,263,83,105,640,640,train
89,125,D:\whitevision\data\raw\test\Heavy_Equipment_1950_jpg.rf.1b8a0c47d92052addd36a615943a7eb3.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\89_annot125_dump_truck.jpg,562,124,71,74,640,640,train
89,126,D:\whitevision\data\raw\test\Heavy_Equipment_1950_jpg.rf.1b8a0c47d92052addd36a615943a7eb3.jpg,excavator,D:\whitevision\data\crops\excavator\89_annot126_excavator.jpg,189,179,42,46,640,640,train
90,127,D:\whitevision\data\raw\test\Heavy_Equipment_2894_jpg.rf.200fb38999711bc0e5002d3b32015679.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\90_annot127_mobile_crane.jpg,47,185,536,294,640,640,train
91,128,D:\whitevision\data\raw\test\Heavy_Equipment_4975_jpg.rf.1f09ab0a742021748a409455ff25e0f9.jpg,grader,D:\whitevision\data\crops\grader\91_annot128_grader.jpg,16,88,526,458,640,640,train
93,129,D:\whitevision\data\raw\test\Heavy_Equipment_3486_jpg.rf.1c77049b10c5e4d2695ca46c1d8065b5.jpg,grader,D:\whitevision\data\crops\grader\93_annot129_grader.jpg,0,74,640,482,640,640,validation
94,130,D:\whitevision\data\raw\test\Heavy_Equipment_2293_jpg.rf.20965ff92de5b232de58098c9108e077.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\94_annot130_mobile_crane.jpg,91,0,134,600,640,640,train
95,131,D:\whitevision\data\raw\test\Heavy_Equipment_3568_jpg.rf.1f9e4b9d2736981ae81e970aa0a6e1c8.jpg,excavator,D:\whitevision\data\crops\excavator\95_annot131_excavator.jpg,87,91,553,262,640,640,train
96,132,D:\whitevision\data\raw\test\Heavy_Equipment_5760_jpg.rf.21e6f3705492b866df7b07d19f41b3f1.jpg,roller,D:\whitevision\data\crops\roller\96_annot132_roller.jpg,270,191,130,202,640,640,test
97,133,D:\whitevision\data\raw\test\Heavy_Equipment_2926_jpg.rf.2440e58ad8fa088c1b646a0a3ef4d5ca.jpg,excavator,D:\whitevision\data\crops\excavator\97_annot133_excavator.jpg,89,316,179,141,640,640,train
97,134,D:\whitevision\data\raw\test\Heavy_Equipment_2926_jpg.rf.2440e58ad8fa088c1b646a0a3ef4d5ca.jpg,excavator,D:\whitevision\data\crops\excavator\97_annot134_excavator.jpg,308,40,207,423,640,640,train
97,135,D:\whitevision\data\raw\test\Heavy_Equipment_2926_jpg.rf.2440e58ad8fa088c1b646a0a3ef4d5ca.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\97_annot135_dump_truck.jpg,560,241,80,200,640,640,train
97,136,D:\whitevision\data\raw\test\Heavy_Equipment_2926_jpg.rf.2440e58ad8fa088c1b646a0a3ef4d5ca.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\97_annot136_dump_truck.jpg,249,344,91,93,640,640,train
97,137,D:\whitevision\data\raw\test\Heavy_Equipment_2926_jpg.rf.2440e58ad8fa088c1b646a0a3ef4d5ca.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\97_annot137_dump_truck.jpg,454,272,61,118,640,640,train
98,138,D:\whitevision\data\raw\test\Heavy_Equipment_4942_jpg.rf.2179839e4bb3c78fdfeb45b15ae4e81a.jpg,grader,D:\whitevision\data\crops\grader\98_annot138_grader.jpg,19,44,621,508,640,640,validation
99,139,D:\whitevision\data\raw\test\Heavy_Equipment_4322_jpg.rf.240ccf0946d2ad950fe9b08c0215df7f.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\99_annot139_bulldozer.jpg,223,119,417,480,640,640,train
101,140,D:\whitevision\data\raw\test\Heavy_Equipment_1556_jpg.rf.22e05ee5f30f3b632769ba9c575225f4.jpg,loader,D:\whitevision\data\crops\loader\101_annot140_loader.jpg,0,23,611,617,640,640,train
102,141,D:\whitevision\data\raw\test\Heavy_Equipment_5419_jpg.rf.20909c58211fc9a79f9e76a9f1492bb5.jpg,roller,D:\whitevision\data\crops\roller\102_annot141_roller.jpg,268,152,116,235,640,640,test
103,142,D:\whitevision\data\raw\test\Heavy_Equipment_2788_jpg.rf.25d100cac7a5819fe3cc61802a07cd1c.jpg,excavator,D:\whitevision\data\crops\excavator\103_annot142_excavator.jpg,111,47,313,593,640,640,train
104,143,D:\whitevision\data\raw\test\Heavy_Equipment_735_jpg.rf.23687231ccaa021c521916d1d4ece6c8.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\104_annot143_mobile_crane.jpg,130,6,423,634,640,640,train
105,144,D:\whitevision\data\raw\test\Heavy_Equipment_4751_jpg.rf.260309254328c5b1457780366daad5d3.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\105_annot144_bulldozer.jpg,0,0,620,532,640,640,test
106,145,D:\whitevision\data\raw\test\Heavy_Equipment_1225_jpg.rf.231f5e2710b696fb95513c77123e9d7b.jpg,loader,D:\whitevision\data\crops\loader\106_annot145_loader.jpg,131,61,381,505,640,640,train
107,146,D:\whitevision\data\raw\test\Heavy_Equipment_1833_jpg.rf.2794f737e0db8701fe267eee2d4da59b.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\107_annot146_mobile_crane.jpg,379,0,149,582,640,640,train
108,147,D:\whitevision\data\raw\test\Heavy_Equipment_4812_jpg.rf.25eb1352dcbdff0ff783c15bcb66d309.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\108_annot147_bulldozer.jpg,135,121,417,327,640,640,train
109,148,D:\whitevision\data\raw\test\Heavy_Equipment_2162_jpg.rf.23da31333939356029a8fc858733bca6.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\109_annot148_dump_truck.jpg,108,265,90,91,640,640,train
109,149,D:\whitevision\data\raw\test\Heavy_Equipment_2162_jpg.rf.23da31333939356029a8fc858733bca6.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\109_annot149_dump_truck.jpg,221,254,149,146,640,640,train
109,150,D:\whitevision\data\raw\test\Heavy_Equipment_2162_jpg.rf.23da31333939356029a8fc858733bca6.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\109_annot150_dump_truck.jpg,207,232,47,61,640,640,train
109,151,D:\whitevision\data\raw\test\Heavy_Equipment_2162_jpg.rf.23da31333939356029a8fc858733bca6.jpg,excavator,D:\whitevision\data\crops\excavator\109_annot151_excavator.jpg,134,0,415,448,640,640,train
109,152,D:\whitevision\data\raw\test\Heavy_Equipment_2162_jpg.rf.23da31333939356029a8fc858733bca6.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\109_annot152_dump_truck.jpg,186,192,27,41,640,640,train
111,153,D:\whitevision\data\raw\test\M_D_bsx5250gjb-74-sanxing-beijing_jpg.rf.287041e6e4fb9acc14a589b01ad639a2.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\111_annot153_mixer_truck.jpg,0,43,595,558,640,640,train
112,154,D:\whitevision\data\raw\test\Heavy_Equipment_4586_jpg.rf.2752c6f126103c4e5317de7e19449d0b.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\112_annot154_bulldozer.jpg,0,75,640,554,640,640,validation
113,155,D:\whitevision\data\raw\test\Heavy_Equipment_1938_jpg.rf.208bcafb1ffeb397f7a52d644a54c616.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\113_annot155_mobile_crane.jpg,0,0,573,602,640,640,validation
114,156,D:\whitevision\data\raw\test\Heavy_Equipment_4025_jpg.rf.295729a912b916f7182ebbf97a404e8a.jpg,grader,D:\whitevision\data\crops\grader\114_annot156_grader.jpg,0,96,640,428,640,640,validation
115,157,D:\whitevision\data\raw\test\Heavy_Equipment_5216_jpg.rf.25928828ead36b56849226d1f7e24278.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\115_annot157_bulldozer.jpg,0,0,640,639,640,640,train
116,158,D:\whitevision\data\raw\test\Heavy_Equipment_1800_jpg.rf.27e7bfd2340b09aaf1d2b55c7ad65d23.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\116_annot158_bulldozer.jpg,26,24,596,551,640,640,train
117,159,D:\whitevision\data\raw\test\Heavy_Equipment_3668_jpg.rf.26c2782adbaaac008d51584a75031f96.jpg,grader,D:\whitevision\data\crops\grader\117_annot159_grader.jpg,0,108,607,494,640,640,train
119,160,D:\whitevision\data\raw\test\Heavy_Equipment_5287_jpg.rf.26b6105b963d2741517846cba2bef32c.jpg,roller,D:\whitevision\data\crops\roller\119_annot160_roller.jpg,230,173,155,278,640,640,train
120,161,D:\whitevision\data\raw\test\Heavy_Equipment_10_jpg.rf.2899644834bc53ea51e9b8c45d8168c9.jpg,grader,D:\whitevision\data\crops\grader\120_annot161_grader.jpg,0,119,640,437,640,640,train
122,162,D:\whitevision\data\raw\test\Heavy_Equipment_1195_jpg.rf.2ade3e4e6cefc2b50b925da20086b0c7.jpg,excavator,D:\whitevision\data\crops\excavator\122_annot162_excavator.jpg,62,0,578,541,640,640,validation
122,163,D:\whitevision\data\raw\test\Heavy_Equipment_1195_jpg.rf.2ade3e4e6cefc2b50b925da20086b0c7.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\122_annot163_dump_truck.jpg,131,99,201,261,640,640,validation
122,164,D:\whitevision\data\raw\test\Heavy_Equipment_1195_jpg.rf.2ade3e4e6cefc2b50b925da20086b0c7.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\122_annot164_dump_truck.jpg,448,0,27,47,640,640,validation
122,165,D:\whitevision\data\raw\test\Heavy_Equipment_1195_jpg.rf.2ade3e4e6cefc2b50b925da20086b0c7.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\122_annot165_dump_truck.jpg,524,1,27,49,640,640,validation
123,166,D:\whitevision\data\raw\test\Heavy_Equipment_891_jpg.rf.2c220e37b6172067a1d4b769993228be.jpg,excavator,D:\whitevision\data\crops\excavator\123_annot166_excavator.jpg,75,93,347,358,640,640,train
123,167,D:\whitevision\data\raw\test\Heavy_Equipment_891_jpg.rf.2c220e37b6172067a1d4b769993228be.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\123_annot167_dump_truck.jpg,354,291,119,201,640,640,train
124,168,D:\whitevision\data\raw\test\Heavy_Equipment_4926_jpg.rf.2c5f4896c17e4ef508f7b698354ea475.jpg,grader,D:\whitevision\data\crops\grader\124_annot168_grader.jpg,13,100,595,476,640,640,train
125,169,D:\whitevision\data\raw\test\Heavy_Equipment_4901_jpg.rf.2cf0ecbda502cc4e82692ed8103a2811.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\125_annot169_bulldozer.jpg,0,54,640,569,640,640,train
126,170,D:\whitevision\data\raw\test\Heavy_Equipment_1150_jpg.rf.2bbea1030abacb7a8da600216ee49a8c.jpg,excavator,D:\whitevision\data\crops\excavator\126_annot170_excavator.jpg,0,0,640,640,640,640,test
127,171,D:\whitevision\data\raw\test\Heavy_Equipment_2058_jpg.rf.2ef769fbaad0cc180e34ab9e1398f941.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\127_annot171_dump_truck.jpg,0,106,278,335,640,640,train
128,172,D:\whitevision\data\raw\test\Heavy_Equipment_5121_jpg.rf.2f1ef2026d67dea04260529343d758d6.jpg,grader,D:\whitevision\data\crops\grader\128_annot172_grader.jpg,30,212,610,401,640,640,validation
129,173,D:\whitevision\data\raw\test\Heavy_Equipment_1688_jpg.rf.2f27c5d2c2270148f0050e1f40ee814d.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\129_annot173_dump_truck.jpg,262,84,338,497,640,640,validation
129,174,D:\whitevision\data\raw\test\Heavy_Equipment_1688_jpg.rf.2f27c5d2c2270148f0050e1f40ee814d.jpg,excavator,D:\whitevision\data\crops\excavator\129_annot174_excavator.jpg,76,85,259,478,640,640,validation
130,175,D:\whitevision\data\raw\test\Heavy_Equipment_5230_jpg.rf.2f3b35cceb0ed001715fe8dac33f04ad.jpg,roller,D:\whitevision\data\crops\roller\130_annot175_roller.jpg,40,76,515,426,640,640,test
131,176,D:\whitevision\data\raw\test\Heavy_Equipment_5580_jpg.rf.2fb43f044595bfd68706e39cdf3c8f98.jpg,roller,D:\whitevision\data\crops\roller\131_annot176_roller.jpg,252,127,139,246,640,640,validation
132,177,D:\whitevision\data\raw\test\Heavy_Equipment_3135_jpg.rf.2fe4e02eedb6f08fa74ea44f947c8697.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\132_annot177_bulldozer.jpg,0,4,640,620,640,640,test
133,178,D:\whitevision\data\raw\test\Heavy_Equipment_5012_jpg.rf.2c0cdb29f7cdc6fc47f75631ecfb8a67.jpg,grader,D:\whitevision\data\crops\grader\133_annot178_grader.jpg,0,16,640,598,640,640,train
134,179,D:\whitevision\data\raw\test\Heavy_Equipment_342_jpg.rf.309178341267b43171df940c0e3ae6a3.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\134_annot179_mobile_crane.jpg,0,229,618,335,640,640,train
135,180,D:\whitevision\data\raw\test\Heavy_Equipment_850_jpg.rf.2d6fb6da501825b7b765f7b1392d6494.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\135_annot180_mobile_crane.jpg,134,275,332,284,640,640,train
136,181,D:\whitevision\data\raw\test\Heavy_Equipment_1009_jpg.rf.29d06556f5a23600f6e25410d4532d0a.jpg,excavator,D:\whitevision\data\crops\excavator\136_annot181_excavator.jpg,157,88,412,467,640,640,validation
136,182,D:\whitevision\data\raw\test\Heavy_Equipment_1009_jpg.rf.29d06556f5a23600f6e25410d4532d0a.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\136_annot182_dump_truck.jpg,443,358,110,218,640,640,validation
136,183,D:\whitevision\data\raw\test\Heavy_Equipment_1009_jpg.rf.29d06556f5a23600f6e25410d4532d0a.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\136_annot183_dump_truck.jpg,37,311,149,245,640,640,validation
137,184,D:\whitevision\data\raw\test\Heavy_Equipment_4649_jpg.rf.31d9b3e20f9db27648c3d15cb053b491.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\137_annot184_bulldozer.jpg,1,1,633,614,640,640,train
138,185,D:\whitevision\data\raw\test\Heavy_Equipment_5165_jpg.rf.2c82534b6860d1fdb5de4896736e72d5.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\138_annot185_bulldozer.jpg,0,16,640,624,640,640,train
139,186,D:\whitevision\data\raw\test\Heavy_Equipment_6164_jpg.rf.311c50f082b5e9e9192b70089b3b27db.jpg,roller,D:\whitevision\data\crops\roller\139_annot186_roller.jpg,203,95,280,268,640,640,train
140,187,D:\whitevision\data\raw\test\Heavy_Equipment_2560_jpg.rf.2a0f04d8184d6d361d56a149b8c8d4da.jpg,excavator,D:\whitevision\data\crops\excavator\140_annot187_excavator.jpg,134,0,481,479,640,640,train
140,188,D:\whitevision\data\raw\test\Heavy_Equipment_2560_jpg.rf.2a0f04d8184d6d361d56a149b8c8d4da.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\140_annot188_dump_truck.jpg,464,345,170,288,640,640,train
141,189,D:\whitevision\data\raw\test\Heavy_Equipment_2604_jpg.rf.2eba0530a8cdc7aaf28bac661e13cd07.jpg,excavator,D:\whitevision\data\crops\excavator\141_annot189_excavator.jpg,181,173,269,247,640,640,train
141,190,D:\whitevision\data\raw\test\Heavy_Equipment_2604_jpg.rf.2eba0530a8cdc7aaf28bac661e13cd07.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\141_annot190_dump_truck.jpg,330,216,162,167,640,640,train
141,191,D:\whitevision\data\raw\test\Heavy_Equipment_2604_jpg.rf.2eba0530a8cdc7aaf28bac661e13cd07.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\141_annot191_dump_truck.jpg,591,244,49,83,640,640,train
142,192,D:\whitevision\data\raw\test\M_B_2560px-Mercedes-Benz_Axor_based_cement_mixer_truck-JPG_jpg.rf.30bf43cf529aaee779e34534837363c5.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\142_annot192_mixer_truck.jpg,19,31,597,579,640,640,test
143,193,D:\whitevision\data\raw\test\Heavy_Equipment_57_jpg.rf.3232a45148c9c260908a3518794f754d.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\143_annot193_bulldozer.jpg,0,91,640,479,640,640,test
144,194,D:\whitevision\data\raw\test\Heavy_Equipment_5870_jpg.rf.32a5f8362286ecdaa6e4a09a4930d258.jpg,roller,D:\whitevision\data\crops\roller\144_annot194_roller.jpg,269,138,139,202,640,640,train
145,195,D:\whitevision\data\raw\test\Heavy_Equipment_203_jpg.rf.315269ed3c856e5eec34147210f9fb12.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\145_annot195_dump_truck.jpg,43,0,586,640,640,640,train
147,196,D:\whitevision\data\raw\test\Heavy_Equipment_4022_jpg.rf.32d80f0eb916001a2ce43bf4023732bb.jpg,grader,D:\whitevision\data\crops\grader\147_annot196_grader.jpg,102,0,538,614,640,640,train
148,197,D:\whitevision\data\raw\test\Heavy_Equipment_3431_jpg.rf.3203d315331327d3c65e61855c02da88.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\148_annot197_bulldozer.jpg,2,0,636,640,640,640,test
149,198,D:\whitevision\data\raw\test\Heavy_Equipment_4576_jpg.rf.317eac0c9cf89f53ae4340e585944f20.jpg,grader,D:\whitevision\data\crops\grader\149_annot198_grader.jpg,106,139,504,441,640,640,train
150,199,D:\whitevision\data\raw\test\Heavy_Equipment_6333_JPG.rf.33c1b93fbcd55c7d90f7f6d94df17882.jpg,excavator,D:\whitevision\data\crops\excavator\150_annot199_excavator.jpg,315,390,288,101,640,640,train
150,200,D:\whitevision\data\raw\test\Heavy_Equipment_6333_JPG.rf.33c1b93fbcd55c7d90f7f6d94df17882.jpg,excavator,D:\whitevision\data\crops\excavator\150_annot200_excavator.jpg,35,396,150,100,640,640,train
151,201,D:\whitevision\data\raw\test\Heavy_Equipment_1041_jpg.rf.30af7204af9188f080d842c655586f93.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\151_annot201_dump_truck.jpg,41,55,596,585,640,640,test
153,202,D:\whitevision\data\raw\test\Heavy_Equipment_3418_jpg.rf.33bfe124fce06400439cb1c8adae5c7a.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\153_annot202_bulldozer.jpg,58,74,529,499,640,640,validation
154,203,D:\whitevision\data\raw\test\Heavy_Equipment_5592_jpg.rf.337fd6cdabe3bfd8cc9eba539db0f82d.jpg,roller,D:\whitevision\data\crops\roller\154_annot203_roller.jpg,138,118,325,333,640,640,validation
155,204,D:\whitevision\data\raw\test\Heavy_Equipment_1005_jpg.rf.33f1e5efe4314ad0e5b686d80a925d9b.jpg,excavator,D:\whitevision\data\crops\excavator\155_annot204_excavator.jpg,2,0,589,533,640,640,test
155,205,D:\whitevision\data\raw\test\Heavy_Equipment_1005_jpg.rf.33f1e5efe4314ad0e5b686d80a925d9b.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\155_annot205_dump_truck.jpg,363,205,115,93,640,640,test
155,206,D:\whitevision\data\raw\test\Heavy_Equipment_1005_jpg.rf.33f1e5efe4314ad0e5b686d80a925d9b.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\155_annot206_dump_truck.jpg,383,250,257,311,640,640,test
156,207,D:\whitevision\data\raw\test\Heavy_Equipment_5782_jpg.rf.33efdf071c40e3f4e0887c5476f4fbf6.jpg,roller,D:\whitevision\data\crops\roller\156_annot207_roller.jpg,148,67,292,359,640,640,test
157,208,D:\whitevision\data\raw\test\Heavy_Equipment_5297_jpg.rf.3580788a8f03a22722769020d37b88d2.jpg,roller,D:\whitevision\data\crops\roller\157_annot208_roller.jpg,180,106,234,288,640,640,train
159,209,D:\whitevision\data\raw\test\Heavy_Equipment_4618_jpg.rf.33e9aa134446d5ea81634379591bfb71.jpg,grader,D:\whitevision\data\crops\grader\159_annot209_grader.jpg,0,46,597,494,640,640,train
160,210,D:\whitevision\data\raw\test\Heavy_Equipment_1207_jpg.rf.30611aab8d0f1265277d4f8e41684b57.jpg,excavator,D:\whitevision\data\crops\excavator\160_annot210_excavator.jpg,29,111,476,350,640,640,test
160,211,D:\whitevision\data\raw\test\Heavy_Equipment_1207_jpg.rf.30611aab8d0f1265277d4f8e41684b57.jpg,excavator,D:\whitevision\data\crops\excavator\160_annot211_excavator.jpg,453,113,140,157,640,640,test
160,212,D:\whitevision\data\raw\test\Heavy_Equipment_1207_jpg.rf.30611aab8d0f1265277d4f8e41684b57.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\160_annot212_dump_truck.jpg,467,274,141,146,640,640,test
160,213,D:\whitevision\data\raw\test\Heavy_Equipment_1207_jpg.rf.30611aab8d0f1265277d4f8e41684b57.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\160_annot213_dump_truck.jpg,57,388,377,252,640,640,test
161,214,D:\whitevision\data\raw\test\Heavy_Equipment_2482_jpg.rf.3436483f76dde305f42ec293f8766f0b.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\161_annot214_mobile_crane.jpg,156,0,456,594,640,640,test
162,215,D:\whitevision\data\raw\test\Heavy_Equipment_689_jpg.rf.35817199a519970064ccecf69bc56a86.jpg,loader,D:\whitevision\data\crops\loader\162_annot215_loader.jpg,96,8,296,448,640,640,train
162,216,D:\whitevision\data\raw\test\Heavy_Equipment_689_jpg.rf.35817199a519970064ccecf69bc56a86.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\162_annot216_dump_truck.jpg,435,89,205,372,640,640,train
164,217,D:\whitevision\data\raw\test\Heavy_Equipment_1163_jpg.rf.36aad21b7e7bc47efb21b26c9c6a79e7.jpg,excavator,D:\whitevision\data\crops\excavator\164_annot217_excavator.jpg,0,0,640,608,640,640,validation
165,218,D:\whitevision\data\raw\test\Heavy_Equipment_5750_jpg.rf.37551a8aff91ca98a80224e53267b969.jpg,roller,D:\whitevision\data\crops\roller\165_annot218_roller.jpg,227,156,201,205,640,640,train
166,219,D:\whitevision\data\raw\test\Heavy_Equipment_6237_jpg.rf.352440836b4e25eda2eef6735d7610c9.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\166_annot219_dump_truck.jpg,216,257,212,235,640,640,validation
166,220,D:\whitevision\data\raw\test\Heavy_Equipment_6237_jpg.rf.352440836b4e25eda2eef6735d7610c9.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\166_annot220_bulldozer.jpg,458,242,182,230,640,640,validation
167,221,D:\whitevision\data\raw\test\Heavy_Equipment_514_jpg.rf.364df577a4d65e80893ea8a694477f39.jpg,excavator,D:\whitevision\data\crops\excavator\167_annot221_excavator.jpg,0,0,640,549,640,640,train
167,222,D:\whitevision\data\raw\test\Heavy_Equipment_514_jpg.rf.364df577a4d65e80893ea8a694477f39.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\167_annot222_dump_truck.jpg,34,272,83,93,640,640,train
167,223,D:\whitevision\data\raw\test\Heavy_Equipment_514_jpg.rf.364df577a4d65e80893ea8a694477f39.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\167_annot223_dump_truck.jpg,51,342,148,298,640,640,train
